"pagename","visid"
"jeep:us:2017:renegade:landing,jeep:us:2018:cherokee:landing,jeep:us:2018:compass:gallery,jeep:us:2018:compass:landing,jeep:us:2018:grand-cherokee:landing,jeep:us:2018:wrangler-jk:landing,jeep:us:2018:wrangler:landing,jeep:us:homepage,jeep:us:shopping-tools:model-compare:detailed-chart,jeep:us:shopping-tools:model-compare:quick-chart","1011132971274526941_7836530179276490791"
"jeep:us:2018:wrangler:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior","1011135038410326348_8077672287643377360"
"jeep:us:2018:compass:landing","101122148379783326_2511422175667694769"
"jeep:us:2018:cherokee:gallery,jeep:us:2018:cherokee:landing,jeep:us:drlp:2018:cherokee:landing","1011237032887244896_562546083911460775"
"jeep:us:shopping-tools:incentives:featured-deals","101126904909090120_969196735350341810"
"jeep:us:2018:cherokee:landing,jeep:us:2018:compass:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary","1011281746809466115_6532750915886052272"
"jeep:us:2018:compass:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:search-new-inventory","1011372826390672564_4533261863528200597"
"jeep:us:2018:wrangler:landing,jeep:us:homepage","1011378321679458800_6118242573837975377"
"jeep:us:homepage","1011393190011399467_2713462635388828177"
"jeep:us:2018:cherokee:landing,jeep:us:2018:grand-cherokee:capability,jeep:us:2018:grand-cherokee:interior,jeep:us:2018:grand-cherokee:landing,jeep:us:homepage,jeep:us:shopping-tools:model-compare:quick-chart","1011410461261714894_8617309646102980120"
":us:app:build-and-price,jeep:us:2018:wrangler:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:build-my-own:vehicle-selector,jeep:us:shopping-tools:payment-calculator","1011518435439423898_4006442565377440482"
"jeep:us:2017:cherokee:landing","1011637838604006829_4309495323062972590"
"jeep:us:2018:cherokee:landing,jeep:us:2018:grand-cherokee:landing,jeep:us:capability:4x4-systems,jeep:us:homepage,jeep:us:shopping-tools:search-new-inventory,jeep:us:shopping-tools:search-new-inventory:vindetails","1011675421614792734_5990203188523786304"
"jeep:us:2018:wrangler:landing,jeep:us:homepage","1011706641450431345_3427276011999181674"
"jeep:us:2018:grand-cherokee:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary","1011715987211222874_5740866137524263102"
":us:app:build-and-price,jeep:us:2018:wrangler-jk:landing,jeep:us:2018:wrangler:landing,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary","1011732452166883115_3082231068036346983"
"jeep:us:2018:compass:landing","1011749658641762707_732344234010995654"
"jeep:us:2018:cherokee:landing","1011751577961809957_6250658580422643668"
"jeep:us:2018:grand-cherokee:landing","101183512320067552_1893431312260370567"
"jeep:us:2018:grand-cherokee:landing,jeep:us:homepage,jeep:us:shopping-tools:model-compare:quick-chart","1011863777268798863_6920684507113576371"
"jeep:us:drlp:2017:wrangler:landing","1011920805908357114_4659465684294318897"
"jeep:us:2018:wrangler:landing,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step3-add-packages","1011951816167243847_665606368785994929"
"jeep:us:capability:trail-rated","1012112949519114204_4686835680731891201"
"jeep:us:2017:grand-cherokee:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model","1012158126157296408_452297789040731106"
"jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step5-choose-interior","1012331830049981657_589975921842716823"
"jeep:us:2018:grand-cherokee:landing","101233407281371051_8969546483555302314"
"jeep:us:2018:wrangler:landing","1012347457388851258_6348448078993328078"
"jeep:us:homepage","101263768338595741_498221825635928818"
"jeep:us:2018:compass:gallery,jeep:us:2018:compass:landing","1012802239394163858_7884114554616599574"
"jeep:us:2017:renegade:deserthawk:limited-editions","1012852969121812014_4957727705965083055"
"jeep:us:drlp:2017:wrangler:landing","1012900994973715995_4316437801437726397"
"jeep:us:2018:cherokee:exterior,jeep:us:2018:cherokee:landing,jeep:us:2018:cherokee:limited-editions,jeep:us:2018:compass:exterior,jeep:us:2018:compass:landing,jeep:us:2018:grand-cherokee:exterior,jeep:us:2018:grand-cherokee:landing,jeep:us:2018:wrangler:exterior,jeep:us:2018:wrangler:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-my-own:vehicle-selector","1012905815634001787_2588315291298618907"
"jeep:us:2018:wrangler-jk:landing","1012955435237243434_2038965763913677484"
"jeep:us:2018:wrangler:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:dealer-locator","1012957462891601497_6585202829297325048"
"jeep:us:2018:grand-cherokee:gallery,jeep:us:2018:grand-cherokee:landing","1012963372725321369_1105482029680825340"
"jeep:us:drlp:homepage,jeep:us:drlp:homepage:dealer-locator","1013056647995717703_298514967785422743"
"jeep:us:shopping-tools:dealer-locator","1013102814022250477_7866155935218485590"
"jeep:us:2018:grand-cherokee:landing,jeep:us:homepage","1013135529593728580_1364115375765401965"
"jeep:us:2018:wrangler-jk:landing,jeep:us:homepage","1013161342173141352_3872811462851378817"
"jeep:us:shopping-tools:search-new-inventory,jeep:us:shopping-tools:search-new-inventory:vindetails","1013251367287982046_5457882817986451476"
"jeep:us:2018:wrangler:landing,jeep:us:homepage,jeep:us:shopping-tools:payment-calculator","1013257243597910958_452091046295758567"
"jeep:us:shopping-tools:build-and-price:step6-view-summary","1013360833501454696_6222831004406312483"
"jeep:us:shopping-tools:build-and-price:step1-select-model","1013430393328895352_7641310642757538142"
":us:app:build-and-price,jeep:us:2018:wrangler-jk:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior","1013505556847813974_4475059965735306581"
"jeep:us:2018:compass:landing","1013515001132260787_2120869520135223236"
":us:app:build-and-price,jeep:us:2017:cherokee:landing,jeep:us:2018:cherokee:landing,jeep:us:homepage,jeep:us:shopping-tools:,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary","1013603941810626924_3491387517950631263"
"jeep:us:2018:cherokee:landing,jeep:us:2018:compass:landing,jeep:us:2018:wrangler:landing,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:build-my-own:vehicle-selector","1013617431129864107_6678569748145289790"
"jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:payment-calculator","1013701632538856879_6536592216619448622"
"jeep:us:shopping-tools:build-and-price:step1-select-model","1013749231548487647_2322524126985846466"
"jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:build-my-own:vehicle-selector","1013773742321146240_9160073532305853495"
"jeep:us:2018:cherokee:landing,jeep:us:2018:compass:capability,jeep:us:2018:compass:landing,jeep:us:2018:grand-cherokee:landing,jeep:us:capability:towing,jeep:us:shopping-tools:model-compare:quick-chart","1013779768839062510_8933617488419654131"
"jeep:us:2018:renegade:landing,jeep:us:drlp:homepage,jeep:us:drlp:homepage:dealer-locator,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model","1013827006438971125_4365783699227631117"
"jeep:us:2018:wrangler-jk:landing,jeep:us:2018:wrangler:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:model-compare:quick-chart,jeep:us:shopping-tools:payment-calculator,jeep:us:shopping-tools:search-new-inventory","1014146279191237425_2890521001016889172"
"jeep:us:2017:grand-cherokee:srt-srt:landing","1014168811378674742_4528739004232081997"
"jeep:us:2018:wrangler:landing,jeep:us:homepage","1014211504576321106_2654725512410383437"
"jeep:us:drlp:2017:wrangler:landing,jeep:us:drlp:homepage,jeep:us:drlp:homepage:dealer-locator","1014311905497111753_3091481336436379324"
"jeep:us:shopping-tools:build-my-own:vehicle-selector","1014351592230718053_3565919644632462010"
"jeep:us:shopping-tools:incentives:featured-deals","1014379601466212218_7894898110166909695"
"jeep:us:2018:wrangler-jk:landing,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:build-my-own:vehicle-selector","1014409858428871529_7514705964894671804"
"jeep:us:2018:cherokee:landing,jeep:us:capability:towing,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:incentives:featured-deals,jeep:us:uconnect:overview","1014500761250497985_1973397046054476037"
"jeep:us:2018:grand-cherokee:landing","1014518439874993993_4969544006560549583"
"jeep:us:2018:wrangler:gallery,jeep:us:2018:wrangler:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary","101453553764736321_6593884117529981930"
"jeep:us:2018:wrangler:landing,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:build-my-own:vehicle-selector","1014560135187967584_8510000209502743109"
"jeep:us:2017:wrangler-jk:landing","1014570460019243797_7822507037765424293"
"jeep:us:2018:cherokee:landing","1014689009640608794_5825931364607833718"
"jeep:us:2018:compass:landing","1014703494482200627_5250096092177849027"
"jeep:us:2017:wrangler-jk:limited-editions,jeep:us:2017:wrangler-jk:smoky-mountain:limited-editions,jeep:us:2017:wrangler-jk:willys-wheeler:limited-editions,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior","1014792711441825630_4571328684994265495"
":us:app:build-and-price,jeep:us:2018:wrangler-jk:landing,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:payment-calculator","1014819881426595902_7546520747952920320"
"jeep:us:homepage","1014901723282014791_7688528843999062674"
"jeep:us:2017:renegade:landing,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary","1014921702615980986_1626791208413376641"
"jeep:us:2018:cherokee:latitude-with-tech-connect-package:limited-editions","1015153964064761783_6738294108218695589"
"jeep:us:shopping-tools:incentives:featured-deals","1015222494501362294_3771590004441875317"
"jeep:us:drlp:2017:grand-cherokee:landing,jeep:us:drlp:2017:grand-cherokee:laredo:landing:dealer-locator","1015283345482595516_1933733106034657832"
"jeep:us:2018:wrangler:gallery","1015389387015551029_6816650547792151586"
"jeep:us:shopping-tools:build-and-price:step1-select-model","1015401276131569417_8549417154257310316"
"jeep:us:2018:wrangler:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary","1015638249958448661_2518631859380827794"
"jeep:us:2018:wrangler-jk:landing,jeep:us:homepage","1015658460044732766_9001005774063342920"
"jeep:us:2018:wrangler-jk:landing,jeep:us:2018:wrangler:landing,jeep:us:homepage","1015806112014089246_2744442595475381365"
